n_clusters,n_cubes,perc_overlap,Accuracy,Balanced Accuracy,AUROC
3,8,0.4,0.9635302698760029,0.5403218717634155,0.6388601192485667
3,8,0.45,0.9634087041089229,0.5353974860217766,0.6212380245045146
3,8,0.5,0.962436178,0.5332725667572432,0.6371710971912763
3,8,0.55,0.9634087041089229,0.5321566019636395,0.6476228633499411
3,8,0.6,0.9638949671772429,0.535649725,0.6603275789806248
3,9,0.1,0.9641380987114029,0.54063717,0.6559359093096008
3,9,0.15,0.962557744,0.5333356264116763,0.6308358313024728
3,9,0.2,0.9634087041089229,0.5353974860217766,0.6202728083797575
3,9,0.25,0.962922441,0.5302839213168384,0.6246544989135481
3,9,0.3,0.963287138,0.5320935423092064,0.6415279460430173
3,9,0.35,0.9636518356430829,0.5322827212725056,0.6548186705835843
3,9,0.4,0.963165573,0.5320304826547733,0.6431982837582535
3,9,0.45,0.9636518356430829,0.5339031633015742,0.6420351834653766
3,9,0.5,0.963165573,0.5352713667129104,0.6340741674957845
3,9,0.55,0.9634087041089229,0.5321566019636395,0.649342035
3,9,0.6,0.96267931,0.5269169179498351,0.6096626499577692
3,10,0.1,0.963044007,0.536828749,0.6264316346293897
3,10,0.15,0.962557744,0.5317151843826078,0.6310343524367992
3,10,0.2,0.9634087041089229,0.5386383700799138,0.6259887307938765
3,10,0.25,0.963165573,0.5352713667129104,0.647325188
3,10,0.3,0.963165573,0.5385122507710476,0.6329452510559839
3,10,0.35,0.9634087041089229,0.5353974860217766,0.6399361674932366
3,10,0.4,0.9635302698760029,0.5338401036471411,0.6439462944066299
3,10,0.45,0.9634087041089229,0.5321566019636395,0.6398794775008673
3,10,0.5,0.963044007,0.5352083070584773,0.6360623513480116
3,10,0.55,0.9637734014101629,0.5355866649850759,0.6228801233846006
3,10,0.6,0.963287138,0.5272322162220006,0.6192069515943901
3,11,0.1,0.9648674933138828,0.5539790641947282,0.6697665688711217
3,11,0.15,0.9646243617797229,0.5522325028567935,0.6668479897134203
3,11,0.2,0.9642596644784829,0.5552842079516314,0.6617475889767478
3,11,0.25,0.9642596644784829,0.5520433238934942,0.6537152327920395
3,11,0.3,0.9645027960126429,0.5537898852314289,0.675249574
3,11,0.35,0.9642596644784829,0.5536637659225627,0.6619312475662583
3,11,0.4,0.9638949671772429,0.5502337029011263,0.641784006
3,11,0.45,0.963287138,0.553159289,0.6427698178234186
3,11,0.5,0.9642596644784829,0.5504228818644256,0.6448051371749189
3,11,0.55,0.9637734014101629,0.5453093171594874,0.6371394612030252
3,11,0.6,0.9635302698760029,0.5387014297343469,0.6529971595553636
3,12,0.1,0.9646243617797229,0.5554733869149306,0.6718719545053256
3,12,0.15,0.9651106248480428,0.5541051835035944,0.664058078
3,12,0.2,0.9641380987114029,0.5503598222099925,0.6725014894393126
3,12,0.25,0.9648674933138828,0.5555995062237968,0.6543409459287881
3,12,0.3,0.9647459275468028,0.5539160045402951,0.6569835063970516
3,12,0.35,0.9648674933138828,0.5491177381075225,0.6514828785606941
3,12,0.4,0.9640165329443229,0.5470558784974222,0.6502940872974925
3,12,0.45,0.9640165329443229,0.5502967625555594,0.6390242442077478
3,12,0.5,0.9641380987114029,0.5471189381518553,0.6402947794674367
3,12,0.55,0.9643812302455629,0.5521063835479273,0.6593780746889587
3,12,0.6,0.9642596644784829,0.5504228818644256,0.6442628666112082
3,13,0.1,0.9643812302455629,0.5553472676060645,0.650344195
3,13,0.15,0.9638949671772429,0.5567154710174006,0.651220873
3,13,0.2,0.9636518356430829,0.5565893517085344,0.6612645562702317
3,13,0.25,0.9640165329443229,0.5535376466136965,0.6547732336608614
3,13,0.3,0.9640165329443229,0.551917205,0.6497755968054871
3,13,0.35,0.9640165329443229,0.5535376466136965,0.6511098286858156
3,13,0.4,0.9643812302455629,0.5553472676060645,0.666896824
3,13,0.45,0.9645027960126429,0.5586512113186347,0.6546929759188557
3,13,0.5,0.9637734014101629,0.5339662229560073,0.6363441027333069
3,13,0.55,0.9640165329443229,0.5308514582067363,0.6448807238314113
3,13,0.6,0.9637734014101629,0.5291048968688016,0.6311267125367264
3,14,0.1,0.9643812302455629,0.5359019632572413,0.6456548500942498
3,14,0.15,0.9638949671772429,0.5340292826104404,0.6294483065828758
3,14,0.2,0.9634087041089229,0.5289157179055023,0.6411918402081096
3,14,0.25,0.9636518356430829,0.5355236053306428,0.6454680066737072
3,14,0.3,0.9634087041089229,0.5305361599345708,0.6477156480940061
3,14,0.35,0.9636518356430829,0.5290418372143685,0.6522109309346036
3,14,0.4,0.9637734014101629,0.5388275490432131,0.6385930180860185
3,14,0.45,0.9634087041089229,0.5353974860217766,0.6392376278868901
3,14,0.5,0.9636518356430829,0.5355236053306428,0.6408015922456584
3,14,0.55,0.9640165329443229,0.5308514582067363,0.6240415251009274
3,14,0.6,0.9641380987114029,0.5309145178611694,0.6262235590019675
4,2,0.1,0.9604911256990032,0.5209205180828336,0.5942162194526931
4,2,0.15,0.9609773887673231,0.5276545248168404,0.6106665086990475
4,2,0.2,0.9593970337952833,0.5284551913382788,0.6153594633856961
4,2,0.25,0.9612205203014831,0.5326419702129123,0.6232979732159956
4,2,0.3,0.9619499149039631,0.524918118,0.6469281455408331
4,2,0.35,0.9615852176027231,0.5214880549727314,0.6324074392557176
4,2,0.4,0.9614636518356431,0.5198045532892298,0.6215293303829059
4,2,0.45,0.963044007,0.5238652128549972,0.625522896
4,2,0.5,0.9636518356430829,0.5241805111271627,0.603052215
4,2,0.55,0.962436178,0.5235499145828317,0.6240580862222936
4,2,0.6,0.962557744,0.526853858,0.6157892032529438
4,3,0.1,0.9617067833698031,0.5312737668015761,0.6094002198807345
4,3,0.15,0.9620714806710431,0.5330833877939439,0.6160308257672363
4,3,0.2,0.9613420860685631,0.5294641458092082,0.6353306894989327
4,3,0.25,0.963044007,0.5271060969131344,0.6552254796674016
4,3,0.3,0.9619499149039631,0.5297794440813737,0.6229960512341645
4,3,0.35,0.962557744,0.5236129742372648,0.6438518110860147
4,3,0.4,0.962557744,0.5236129742372648,0.6360583172287044
4,3,0.45,0.9636518356430829,0.5322827212725056,0.6256749187761926
4,3,0.5,0.962800875,0.5253595355751997,0.6315003993778113
4,3,0.55,0.9636518356430829,0.5339031633015742,0.6080432695390445
4,3,0.6,0.963287138,0.5239913321638634,0.6255301151252722
4,4,0.1,0.9597617310965232,0.5156808340690293,0.5919757969827336
4,4,0.15,0.9598832968636032,0.5157438937234624,0.5804961796890161
4,4,0.2,0.9602479941648432,0.5175535147158302,0.5907033508244253
4,4,0.25,0.9602479941648432,0.5240352828321047,0.6039187010305689
4,4,0.3,0.962922441,0.540006573,0.6412330306894565
4,4,0.35,0.963165573,0.5352713667129104,0.6429316072398428
4,4,0.4,0.96267931,0.5285373599789037,0.6465920397059255
4,4,0.45,0.9638949671772429,0.5291679565232346,0.6375067783820463
4,4,0.5,0.963165573,0.5320304826547733,0.6294255881215145
4,4,0.55,0.963287138,0.5288526582510692,0.6565127883705257
4,4,0.6,0.962557744,0.5252334162663335,0.6393493092950779
4,5,0.1,0.9637734014101629,0.5339662229560073,0.6308468720500503
4,5,0.15,0.9637734014101629,0.5323457809269387,0.6326138163065896
4,5,0.2,0.963165573,0.5336509246838418,0.635601825
4,5,0.25,0.962800875,0.5253595355751997,0.6400315
4,5,0.3,0.9645027960126429,0.5327241388535372,0.6591462189898311
4,5,0.35,0.9641380987114029,0.5341554019193065,0.6478105560587588
4,5,0.4,0.963165573,0.5287895985966361,0.6320783400490804
4,5,0.45,0.9638949671772429,0.5307883985523032,0.647624137
4,5,0.5,0.9634087041089229,0.5353974860217766,0.6386393042970164
4,5,0.55,0.9637734014101629,0.5339662229560073,0.6335257395920785
4,5,0.6,0.9640165329443229,0.543814994,0.6609923593780322
4,6,0.1,0.9643812302455629,0.5553472676060645,0.6727942815721855
4,6,0.15,0.9643812302455629,0.5504859415188587,0.6762731786694456
4,6,0.2,0.9645027960126429,0.5489285591442232,0.6589907992354707
4,6,0.25,0.9643812302455629,0.5521063835479273,0.655929327
4,6,0.3,0.9637734014101629,0.5501706432466932,0.659942002
4,6,0.35,0.9634087041089229,0.5434996961671196,0.6590716939436827
4,6,0.4,0.9641380987114029,0.5568415903262668,0.6609923593780322
4,6,0.45,0.9648674933138828,0.5555995062237968,0.6355317584980845
4,6,0.5,0.9640165329443229,0.5454354364683536,0.6500303832880451
4,6,0.55,0.9638949671772429,0.5518541449301949,0.6543447677260265
4,6,0.6,0.9642596644784829,0.5520433238934942,0.6483738465072808
4,7,0.1,0.9641380987114029,0.5471189381518553,0.6521463850256888
4,7,0.15,0.9643812302455629,0.5504859415188587,0.6626922098608313
4,7,0.2,0.963165573,0.5385122507710476,0.6326140286286585
4,7,0.25,0.96267931,0.5398804541823838,0.6139343576599221
4,7,0.3,0.962922441,0.5367656894331129,0.627121894
4,7,0.35,0.962800875,0.5383230718077483,0.5947491478453768
4,7,0.4,0.9634087041089229,0.5353974860217766,0.6449665019472057
4,7,0.45,0.9636518356430829,0.5322827212725056,0.6209169935364915
4,7,0.5,0.9641380987114029,0.5325349598902379,0.6284357426367769
4,7,0.55,0.9637734014101629,0.5323457809269387,0.6543587809825671
4,7,0.6,0.963287138,0.5288526582510692,0.6407705932236136
4,8,0.1,0.9634087041089229,0.5353974860217766,0.6477610850167287
4,8,0.15,0.9637734014101629,0.5307253388978701,0.639561844
4,8,0.2,0.963165573,0.5271691565675675,0.6370876546182386
4,8,0.25,0.9640165329443229,0.5324719002358049,0.6302564043767221
4,8,0.3,0.9640165329443229,0.5308514582067363,0.6131160684067735
4,8,0.35,0.963165573,0.5304100406257046,0.6334805149914243
4,8,0.4,0.9641380987114029,0.5390167280065123,0.6386828303211202
4,8,0.45,0.962922441,0.5351452474040442,0.6241391932525745
4,8,0.5,0.9640165329443229,0.5454354364683536,0.6466954405534303
4,8,0.55,0.9637734014101629,0.5453093171594874,0.6333580051577277
4,8,0.6,0.9636518356430829,0.5339031633015742,0.6132039697432559
4,9,0.1,0.9634087041089229,0.5451201381961881,0.6216023691745725
4,9,0.15,0.9634087041089229,0.5418792541380509,0.6262460651412599
4,9,0.2,0.963287138,0.5337139843382749,0.639854423
4,9,0.25,0.9637734014101629,0.5307253388978701,0.6388707353520067
4,9,0.3,0.963044007,0.5303469809712715,0.6353468259761613
4,9,0.35,0.9634087041089229,0.533777044,0.6283932782230173
4,9,0.4,0.9638949671772429,0.5307883985523032,0.6394444295818996
4,9,0.45,0.9634087041089229,0.5272952758764337,0.639646136
4,9,0.5,0.9643812302455629,0.537522405,0.6519521103327385
4,9,0.55,0.962557744,0.5252334162663335,0.6361823133168825
4,9,0.6,0.962922441,0.5319043633459071,0.6116601759810236
4,10,0.1,0.9619499149039631,0.5297794440813737,0.6228344741398089
4,10,0.15,0.9640165329443229,0.5357127842939421,0.6182646662530632
4,10,0.2,0.9634087041089229,0.5321566019636395,0.6200513564620009
4,10,0.25,0.9643812302455629,0.5407632893444472,0.6451187368705341
4,10,0.3,0.9638949671772429,0.535649725,0.6539880666504453
4,10,0.35,0.9642596644784829,0.5342184615737396,0.6353381207713404
4,10,0.4,0.9635302698760029,0.5289787775599354,0.6501289007279674
4,10,0.45,0.9642596644784829,0.5374593456318769,0.6482736304908078
4,10,0.5,0.9636518356430829,0.5355236053306428,0.6263815266211533
4,10,0.55,0.962193046,0.533146447,0.6268904626200628
4,10,0.6,0.962922441,0.5286634792877699,0.633043981
4,11,0.1,0.9634087041089229,0.5256748338473651,0.6358576728736901
4,11,0.15,0.9637734014101629,0.5291048968688016,0.6425398730229099
4,11,0.2,0.9636518356430829,0.5339031633015742,0.636584027
4,11,0.25,0.9634087041089229,0.5256748338473651,0.6070905804163466
4,11,0.3,0.9640165329443229,0.5340923422648735,0.6535882641948982
4,11,0.35,0.9638949671772429,0.5340292826104404,0.6570852086680059
4,11,0.4,0.9641380987114029,0.5454984961227867,0.6601460436118023
4,11,0.45,0.9635302698760029,0.5403218717634155,0.6582003241733347
4,11,0.5,0.9637734014101629,0.546929759,0.6655107853241287
4,11,0.55,0.963165573,0.5401326928001162,0.6535855040080036
4,11,0.6,0.9637734014101629,0.5372071070141445,0.6618204154463456
4,12,0.1,0.9638949671772429,0.5340292826104404,0.6450399653830099
4,12,0.15,0.9642596644784829,0.5374593456318769,0.6411432184543548
4,12,0.2,0.9646243617797229,0.5344076405370389,0.6481317993488507
4,12,0.25,0.9642596644784829,0.5309775775156025,0.6271074557743748
4,12,0.3,0.963287138,0.5337139843382749,0.651580971
4,12,0.35,0.9634087041089229,0.533777044,0.6553488387893734
4,12,0.4,0.963287138,0.5353344263673435,0.6628614305496635
4,12,0.45,0.9637734014101629,0.5372071070141445,0.6541776702578822
4,12,0.5,0.9634087041089229,0.5386383700799138,0.6457979551686197
4,12,0.55,0.9634087041089229,0.533777044,0.6421886923211176
4,12,0.6,0.962922441,0.5270430372587013,0.658713719
4,13,0.1,0.963044007,0.536828749,0.6374751423937954
4,13,0.15,0.9640165329443229,0.5389536683520793,0.6518727018790078
4,13,0.2,0.9635302698760029,0.5370809877052783,0.644401938
4,13,0.25,0.962922441,0.5351452474040442,0.6523338654124378
4,13,0.3,0.9636518356430829,0.538764489,0.6652797789132762
4,13,0.35,0.9638949671772429,0.5372701666685776,0.6515355344337561
4,13,0.4,0.9640165329443229,0.5373332263230107,0.6603662215971461
4,13,0.45,0.9636518356430829,0.5371440473597114,0.6612044691247618
4,13,0.5,0.9637734014101629,0.5307253388978701,0.6644897284952778
4,13,0.55,0.963165573,0.5320304826547733,0.6347455298773246
4,13,0.6,0.9635302698760029,0.5403218717634155,0.6470614838000385
4,14,0.1,0.963287138,0.5320935423092064,0.6365814788062234
4,14,0.15,0.9638949671772429,0.5405110507267148,0.6433517926139947
4,14,0.2,0.9634087041089229,0.533777044,0.6314031558703019
4,14,0.25,0.9636518356430829,0.530662279,0.6294877984876723
4,14,0.3,0.963044007,0.528726539,0.6230321459858601
4,14,0.35,0.9636518356430829,0.5371440473597114,0.6397183250506495
4,14,0.4,0.9638949671772429,0.5307883985523032,0.6406752606147235
4,14,0.45,0.9641380987114029,0.5357758439483752,0.6366651337013299
4,14,0.5,0.9637734014101629,0.5436888751304189,0.6545592130155126
4,14,0.55,0.9635302698760029,0.5435627558215527,0.6601517763076598
4,14,0.6,0.9635302698760029,0.5435627558215527,0.6525582898391576
